股票代码,股票名称,买入信号,评分,图表路径
300129,泰胜风能,"MA金叉形成; MACD金叉形成; KDJ低位金叉; 放量上涨: 量比3.21, 涨幅5.58%",70,results/300129_泰胜风能_analysis.png
002063,远光软件,"MA金叉形成; MACD金叉形成; KDJ低位金叉; 放量上涨: 量比1.53, 涨幅0.78%",70,results/002063_远光软件_analysis.png
000958,电投产融,"RSI值为47.13，处于低位回升阶段; MACD金叉形成; KDJ低位金叉; 放量上涨: 量比1.72, 涨幅1.57%",65,results/000958_电投产融_analysis.png
300128,锦富技术,"MACD金叉形成; KDJ金叉; 放量上涨: 量比4.35, 涨幅20.07%; 突破20日前高",60,results/300128_锦富技术_analysis.png
002109,兴化股份,"MA金叉形成; MACD金叉形成; 放量上涨: 量比2.70, 涨幅3.15%",55,results/002109_兴化股份_analysis.png
601588,北辰实业,"MA金叉形成; MACD金叉形成; 放量上涨: 量比1.61, 涨幅3.98%",55,results/601588_北辰实业_analysis.png
002609,捷顺科技,RSI值为45.69，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/002609_捷顺科技_analysis.png
002587,奥拓电子,"MA金叉形成; 放量上涨: 量比5.52, 涨幅4.18%; 突破20日前高",50,results/002587_奥拓电子_analysis.png
002640,跨境通,"RSI值为39.29，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比2.10, 涨幅1.44%",50,results/002640_跨境通_analysis.png
002337,赛象科技,"MA金叉形成; 放量上涨: 量比5.56, 涨幅10.03%; 突破20日前高",50,results/002337_赛象科技_analysis.png
000980,众泰汽车,"MA金叉形成; KDJ低位金叉; 放量上涨: 量比1.58, 涨幅5.77%",50,results/000980_众泰汽车_analysis.png
300227,光韵达,"MACD金叉形成; 放量上涨: 量比5.05, 涨幅8.59%; 突破20日前高",50,results/300227_光韵达_analysis.png
300352,北信源,"RSI值为46.41，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比2.29, 涨幅3.86%",50,results/300352_北信源_analysis.png
000599,青岛双星,"MACD金叉形成; 放量上涨: 量比1.99, 涨幅3.21%; 突破20日前高",50,results/000599_青岛双星_analysis.png
600189,泉阳泉,RSI值为49.28，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/600189_泉阳泉_analysis.png
002376,新北洋,"MA金叉形成; 放量上涨: 量比2.02, 涨幅1.41%; 突破20日前高",50,results/002376_新北洋_analysis.png
002161,远 望 谷,"RSI值为48.10，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.76, 涨幅3.80%",50,results/002161_远 望 谷_analysis.png
300289,利德曼,"MA金叉形成; 放量上涨: 量比3.41, 涨幅7.06%; 突破20日前高",50,results/300289_利德曼_analysis.png
002512,达华智能,"MA金叉形成; 放量上涨: 量比3.08, 涨幅10.12%; 突破20日前高",50,results/002512_达华智能_analysis.png
000547,航天发展,"MA金叉形成; 放量上涨: 量比4.36, 涨幅2.18%; 突破20日前高",50,results/000547_航天发展_analysis.png
002111,威海广泰,RSI值为45.83，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/002111_威海广泰_analysis.png
002103,广博股份,"RSI值为42.36，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比3.20, 涨幅2.05%",50,results/002103_广博股份_analysis.png
002588,史丹利,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比3.04, 涨幅5.05%",50,results/002588_史丹利_analysis.png
002454,松芝股份,"MACD金叉形成; 放量上涨: 量比3.73, 涨幅5.54%; 突破20日前高",50,results/002454_松芝股份_analysis.png
300284,苏交科,"RSI值为46.26，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比4.17, 涨幅2.32%",45,results/300284_苏交科_analysis.png
301175,中科环保,"MA金叉形成; KDJ金叉; 放量上涨: 量比1.73, 涨幅1.67%",45,results/301175_中科环保_analysis.png
002092,中泰化学,"MACD金叉形成; KDJ金叉; 放量上涨: 量比2.45, 涨幅2.37%",45,results/002092_中泰化学_analysis.png
002489,浙江永强,"RSI值为37.14，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比1.94, 涨幅2.52%",45,results/002489_浙江永强_analysis.png
000983,山西焦煤,"KDJ金叉; 放量上涨: 量比1.81, 涨幅4.40%; 突破20日前高",40,results/000983_山西焦煤_analysis.png
002672,东江环保,"KDJ金叉; 放量上涨: 量比7.84, 涨幅9.52%; 突破20日前高",40,results/002672_东江环保_analysis.png
600356,恒丰纸业,MA金叉形成; MACD金叉形成,40,results/600356_恒丰纸业_analysis.png
600076,康欣新材,MA金叉形成; MACD金叉形成,40,results/600076_康欣新材_analysis.png
002243,力合科创,"KDJ金叉; 放量上涨: 量比6.43, 涨幅9.97%; 突破20日前高",40,results/002243_力合科创_analysis.png
002481,双塔食品,"KDJ金叉; 放量上涨: 量比2.68, 涨幅10.94%; 突破20日前高",40,results/002481_双塔食品_analysis.png
002692,远程股份,MA金叉形成; MACD金叉形成,40,results/002692_远程股份_analysis.png
002775,文科股份,"KDJ金叉; 放量上涨: 量比2.47, 涨幅5.43%; 突破20日前高",40,results/002775_文科股份_analysis.png
000027,深圳能源,"KDJ金叉; 放量上涨: 量比7.07, 涨幅9.32%; 突破20日前高",40,results/000027_深圳能源_analysis.png
002314,南山控股,"MA金叉形成; 放量上涨: 量比3.40, 涨幅1.66%",35,results/002314_南山控股_analysis.png
002622,皓宸医疗,RSI值为40.79，处于低位回升阶段; MACD金叉形成,35,results/002622_皓宸医疗_analysis.png
300310,宜通世纪,RSI值为35.96，处于低位回升阶段; MACD金叉形成,35,results/300310_宜通世纪_analysis.png
300299,富春股份,RSI值为32.71，处于低位回升阶段; MACD金叉形成,35,results/300299_富春股份_analysis.png
001313,粤海饲料,RSI值为38.57，处于低位回升阶段; MACD金叉形成,35,results/001313_粤海饲料_analysis.png
002712,思美传媒,RSI值为46.39，处于低位回升阶段; MACD金叉形成,35,results/002712_思美传媒_analysis.png
600730,中国高科,RSI值为50.00，处于低位回升阶段; MACD金叉形成,35,results/600730_中国高科_analysis.png
300176,鸿特科技,RSI值为48.19，处于低位回升阶段; MACD金叉形成,35,results/300176_鸿特科技_analysis.png
000008,神州高铁,MA金叉形成; RSI值为50.00，处于低位回升阶段,35,results/000008_神州高铁_analysis.png
000839,国安股份,RSI值为48.84，处于低位回升阶段; MACD金叉形成,35,results/000839_国安股份_analysis.png
300162,雷曼光电,RSI值为49.26，处于低位回升阶段; MACD金叉形成,35,results/300162_雷曼光电_analysis.png
605299,舒华体育,RSI值为42.54，处于低位回升阶段; MACD金叉形成,35,results/605299_舒华体育_analysis.png
000016,深康佳Ａ,"MA金叉形成; 放量上涨: 量比1.79, 涨幅0.90%",35,results/000016_深康佳Ａ_analysis.png
000059,华锦股份,MA金叉形成; RSI值为43.10，处于低位回升阶段,35,results/000059_华锦股份_analysis.png
300242,佳云科技,"MA金叉形成; 放量上涨: 量比2.05, 涨幅2.51%",35,results/300242_佳云科技_analysis.png
300232,洲明科技,RSI值为47.56，处于低位回升阶段; MACD金叉形成,35,results/300232_洲明科技_analysis.png
300459,汤姆猫,RSI值为35.23，处于低位回升阶段; MACD金叉形成,35,results/300459_汤姆猫_analysis.png
002033,丽江股份,RSI值为35.11，处于低位回升阶段; MACD金叉形成,35,results/002033_丽江股份_analysis.png
000428,华天酒店,RSI值为50.00，处于低位回升阶段; MACD金叉形成,35,results/000428_华天酒店_analysis.png
300157,新锦动力,"MA金叉形成; 放量上涨: 量比4.37, 涨幅3.04%",35,results/300157_新锦动力_analysis.png
920682,球冠电缆,RSI值为40.24，处于低位回升阶段; MACD金叉形成,35,results/920682_球冠电缆_analysis.png
300148,天舟文化,RSI值为41.76，处于低位回升阶段; MACD金叉形成,35,results/300148_天舟文化_analysis.png
002086,东方海洋,"MA金叉形成; 放量上涨: 量比2.83, 涨幅0.75%",35,results/002086_东方海洋_analysis.png
002357,富临运业,MACD金叉形成; KDJ低位金叉,35,results/002357_富临运业_analysis.png
002535,林州重机,"MACD金叉形成; 放量上涨: 量比1.69, 涨幅0.24%",35,results/002535_林州重机_analysis.png
002526,山东矿机,RSI值为46.88，处于低位回升阶段; MACD金叉形成,35,results/002526_山东矿机_analysis.png
002567,唐人神,"MACD金叉形成; 放量上涨: 量比1.51, 涨幅0.41%",35,results/002567_唐人神_analysis.png
002363,隆基机械,"MA金叉形成; 放量上涨: 量比2.98, 涨幅4.53%",35,results/002363_隆基机械_analysis.png
002355,兴民智通,RSI值为34.37，处于低位回升阶段; MACD金叉形成,35,results/002355_兴民智通_analysis.png
002178,延华智能,RSI值为38.66，处于低位回升阶段; MACD金叉形成,35,results/002178_延华智能_analysis.png
002172,澳洋健康,"MACD金叉形成; 放量上涨: 量比1.64, 涨幅3.64%",35,results/002172_澳洋健康_analysis.png
002124,天邦食品,RSI值为43.33，处于低位回升阶段; MACD金叉形成,35,results/002124_天邦食品_analysis.png
000686,东北证券,MACD金叉形成; KDJ低位金叉,35,results/000686_东北证券_analysis.png
000607,华媒控股,MA金叉形成; RSI值为50.00，处于低位回升阶段,35,results/000607_华媒控股_analysis.png
000639,西王食品,"MA金叉形成; 放量上涨: 量比1.77, 涨幅0.63%",35,results/000639_西王食品_analysis.png
002012,凯恩股份,"MA金叉形成; 放量上涨: 量比1.72, 涨幅1.77%",35,results/002012_凯恩股份_analysis.png
000558,天府文旅,RSI值为36.54，处于低位回升阶段; MACD金叉形成,35,results/000558_天府文旅_analysis.png
002520,日发精机,RSI值为44.00，处于低位回升阶段; MACD金叉形成,35,results/002520_日发精机_analysis.png
002224,三 力 士,RSI值为49.09，处于低位回升阶段; MACD金叉形成,35,results/002224_三 力 士_analysis.png
002187,广百股份,"MA金叉形成; 放量上涨: 量比3.05, 涨幅0.90%",35,results/002187_广百股份_analysis.png
300266,兴源环境,RSI值为48.72，处于低位回升阶段; MACD金叉形成,35,results/300266_兴源环境_analysis.png
300370,安控科技,MA金叉形成; RSI值为47.37，处于低位回升阶段,35,results/300370_安控科技_analysis.png
300355,蒙草生态,RSI值为44.44，处于低位回升阶段; MACD金叉形成,35,results/300355_蒙草生态_analysis.png
688055,龙腾光电,RSI值为46.43，处于低位回升阶段; MACD金叉形成,35,results/688055_龙腾光电_analysis.png
300281,金明精机,"MACD金叉形成; 放量上涨: 量比1.60, 涨幅2.29%",35,results/300281_金明精机_analysis.png
002374,中锐股份,MA金叉形成; RSI值为50.00，处于低位回升阶段,35,results/002374_中锐股份_analysis.png
600280,中央商场,RSI值为50.00，处于低位回升阶段; MACD金叉形成,35,results/600280_中央商场_analysis.png
600163,中闽能源,MA金叉形成; 突破20日前高,35,results/600163_中闽能源_analysis.png
002285,世联行,"MACD金叉形成; 放量上涨: 量比2.12, 涨幅2.07%",35,results/002285_世联行_analysis.png
002387,维信诺,RSI值为36.48，处于低位回升阶段; MACD金叉形成,35,results/002387_维信诺_analysis.png
000949,新乡化纤,MA金叉形成; RSI值为46.87，处于低位回升阶段,35,results/000949_新乡化纤_analysis.png
002369,卓翼科技,RSI值为39.86，处于低位回升阶段; MACD金叉形成,35,results/002369_卓翼科技_analysis.png
603113,金能科技,RSI值为40.35，处于低位回升阶段; MACD金叉形成,35,results/603113_金能科技_analysis.png
002234,民和股份,"MA金叉形成; 放量上涨: 量比1.98, 涨幅1.73%",35,results/002234_民和股份_analysis.png
300032,金龙机电,RSI值为41.28，处于低位回升阶段; MACD金叉形成,35,results/300032_金龙机电_analysis.png
002877,智能自控,RSI值为47.24，处于低位回升阶段; MACD金叉形成,35,results/002877_智能自控_analysis.png
002909,集泰股份,"MA金叉形成; 放量上涨: 量比1.65, 涨幅0.91%",35,results/002909_集泰股份_analysis.png
002522,浙江众成,RSI值为43.86，处于低位回升阶段; MACD金叉形成,35,results/002522_浙江众成_analysis.png
002458,益生股份,"MACD金叉形成; 放量上涨: 量比1.50, 涨幅0.70%",35,results/002458_益生股份_analysis.png
003037,三和管桩,"MA金叉形成; 放量上涨: 量比8.00, 涨幅6.47%",35,results/003037_三和管桩_analysis.png
002383,合众思壮,"MA金叉形成; 放量上涨: 量比3.01, 涨幅1.79%",35,results/002383_合众思壮_analysis.png
000541,佛山照明,RSI值为49.25，处于低位回升阶段; MACD金叉形成,35,results/000541_佛山照明_analysis.png
000926,福星股份,MA金叉形成; RSI值为48.15，处于低位回升阶段,35,results/000926_福星股份_analysis.png
000703,恒逸石化,"MACD金叉形成; 放量上涨: 量比2.94, 涨幅5.91%",35,results/000703_恒逸石化_analysis.png
300267,尔康制药,MA金叉形成; RSI值为46.03，处于低位回升阶段,35,results/300267_尔康制药_analysis.png
300279,和晶科技,RSI值为48.85，处于低位回升阶段; MACD金叉形成,35,results/300279_和晶科技_analysis.png
000759,中百集团,"MA金叉形成; 放量上涨: 量比2.76, 涨幅0.38%",35,results/000759_中百集团_analysis.png
601949,中国出版,MA金叉形成; RSI值为50.00，处于低位回升阶段,35,results/601949_中国出版_analysis.png
603366,日出东方,RSI值为35.11，处于低位回升阶段; MACD金叉形成,35,results/603366_日出东方_analysis.png
603335,迪生力,MA金叉形成; RSI值为40.89，处于低位回升阶段,35,results/603335_迪生力_analysis.png
600651,飞乐音响,MA金叉形成; RSI值为48.58，处于低位回升阶段,35,results/600651_飞乐音响_analysis.png
600622,光大嘉宝,"MACD金叉形成; 放量上涨: 量比2.74, 涨幅4.48%",35,results/600622_光大嘉宝_analysis.png
600370,三房巷,"MACD金叉形成; 放量上涨: 量比3.19, 涨幅10.00%",35,results/600370_三房巷_analysis.png
002743,富煌钢构,MA金叉形成; RSI值为40.87，处于低位回升阶段,35,results/002743_富煌钢构_analysis.png
601016,XD节能风,MA金叉形成; RSI值为43.40，处于低位回升阶段,35,results/601016_XD节能风_analysis.png
