股票代码,股票名称,买入信号,评分,图表路径
002632,道明光学,"RSI值为38.83，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比2.22, 涨幅5.32%",45,results/002632_道明光学_analysis.png
002633,申科股份,"放量上涨: 量比2.19, 涨幅5.33%; 突破20日前高",30,results/002633_申科股份_analysis.png
002662,峰璟股份,RSI值为39.29，处于低位回升阶段; KDJ低位金叉,30,results/002662_峰璟股份_analysis.png
002663,普邦股份,"放量上涨: 量比2.15, 涨幅5.33%; 突破20日前高",30,results/002663_普邦股份_analysis.png
002669,康达新材,"RSI值为42.77，处于低位回升阶段; 放量上涨: 量比2.18, 涨幅4.60%",30,results/002669_康达新材_analysis.png
002677,浙江美大,RSI值为36.36，处于低位回升阶段; KDJ低位金叉,30,results/002677_浙江美大_analysis.png
002690,美亚光电,RSI值为30.84，处于低位回升阶段; KDJ低位金叉,30,results/002690_美亚光电_analysis.png
002691,冀凯股份,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比1.98, 涨幅4.09%",50,results/002691_冀凯股份_analysis.png
002692,远程股份,RSI值为49.55，处于低位回升阶段; KDJ低位金叉,30,results/002692_远程股份_analysis.png
002702,海欣食品,"放量上涨: 量比1.77, 涨幅2.87%; 突破20日前高",30,results/002702_海欣食品_analysis.png
002705,新宝股份,RSI值为32.72，处于低位回升阶段; KDJ低位金叉,30,results/002705_新宝股份_analysis.png
002712,思美传媒,RSI值为46.39，处于低位回升阶段; MACD金叉形成,35,results/002712_思美传媒_analysis.png
002728,特一药业,"放量上涨: 量比3.65, 涨幅7.98%; 突破20日前高",30,results/002728_特一药业_analysis.png
002730,电光科技,RSI值为39.84，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/002730_电光科技_analysis.png
002746,仙坛股份,MA金叉形成; KDJ金叉,30,results/002746_仙坛股份_analysis.png
002757,南兴股份,RSI值为39.14，处于低位回升阶段; KDJ低位金叉,30,results/002757_南兴股份_analysis.png
002771,真视通,RSI值为39.49，处于低位回升阶段; MACD金叉形成,35,results/002771_真视通_analysis.png
002786,银宝山新,RSI值为43.07，处于低位回升阶段; MACD金叉形成,35,results/002786_银宝山新_analysis.png
002795,永和智控,"放量上涨: 量比1.73, 涨幅3.22%; 突破20日前高",30,results/002795_永和智控_analysis.png
