股票代码,股票名称,买入信号,评分,图表路径
300940,南极光,"RSI值为29.38，股票可能超卖; KDJ低位金叉; 放量上涨: 量比1.55, 涨幅0.46%",40,results/300940_南极光_analysis.png
300946,恒而达,"RSI值为45.71，处于低位回升阶段; 放量上涨: 量比1.71, 涨幅2.39%",30,results/300946_恒而达_analysis.png
300957,贝泰妮,MA金叉形成; RSI值为47.23，处于低位回升阶段,35,results/300957_贝泰妮_analysis.png
300960,通业科技,RSI值为39.30，处于低位回升阶段; MACD金叉形成,35,results/300960_通业科技_analysis.png
300967,晓鸣股份,RSI值为30.75，处于低位回升阶段; KDJ低位金叉,30,results/300967_晓鸣股份_analysis.png
300971,博亚精工,"放量上涨: 量比2.20, 涨幅3.69%; 突破20日前高",30,results/300971_博亚精工_analysis.png
300979,华利集团,"RSI值为44.54，处于低位回升阶段; 放量上涨: 量比1.59, 涨幅2.94%",30,results/300979_华利集团_analysis.png
300990,同飞股份,RSI值为38.93，处于低位回升阶段; KDJ低位金叉,30,results/300990_同飞股份_analysis.png
300992,泰福泵业,"RSI值为47.18，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比1.70, 涨幅2.03%",45,results/300992_泰福泵业_analysis.png
301001,凯淳股份,RSI值为48.37，处于低位回升阶段; MACD金叉形成,35,results/301001_凯淳股份_analysis.png
301004,嘉益股份,RSI值为39.54，处于低位回升阶段; KDJ低位金叉,30,results/301004_嘉益股份_analysis.png
301012,扬电科技,RSI值为39.16，处于低位回升阶段; KDJ低位金叉,30,results/301012_扬电科技_analysis.png
301020,密封科技,RSI值为47.26，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/301020_密封科技_analysis.png
301022,海泰科,"RSI值为30.32，处于低位回升阶段; 放量上涨: 量比1.86, 涨幅1.44%",30,results/301022_海泰科_analysis.png
301024,霍普股份,RSI值为46.71，处于低位回升阶段; KDJ低位金叉,30,results/301024_霍普股份_analysis.png
301038,深水规院,"RSI值为47.07，处于低位回升阶段; 放量上涨: 量比4.01, 涨幅6.43%",30,results/301038_深水规院_analysis.png
301041,金百泽,RSI值为42.50，处于低位回升阶段; MACD金叉形成,35,results/301041_金百泽_analysis.png
301051,信濠光电,"MACD金叉形成; 放量上涨: 量比6.73, 涨幅7.66%",35,results/301051_信濠光电_analysis.png
301055,张小泉,"MACD金叉形成; 放量上涨: 量比2.29, 涨幅4.91%",35,results/301055_张小泉_analysis.png
301067,显盈科技,MA金叉形成; RSI值为39.15，处于低位回升阶段,35,results/301067_显盈科技_analysis.png
301070,开勒股份,"KDJ金叉; 放量上涨: 量比1.68, 涨幅6.26%; 突破20日前高",40,results/301070_开勒股份_analysis.png
301072,中捷精工,"RSI值为40.80，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.80, 涨幅0.36%",50,results/301072_中捷精工_analysis.png
301090,华润材料,"RSI值为45.71，处于低位回升阶段; MACD金叉形成; KDJ低位金叉; 放量上涨: 量比2.20, 涨幅1.61%",65,results/301090_华润材料_analysis.png
