股票代码,股票名称,买入信号,评分,图表路径
301108,洁雅股份,"放量上涨: 量比2.04, 涨幅5.06%; 突破20日前高",30,results/301108_洁雅股份_analysis.png
301111,粤万年青,"放量上涨: 量比1.61, 涨幅2.25%; 突破20日前高",30,results/301111_粤万年青_analysis.png
301113,雅艺科技,"MA金叉形成; 放量上涨: 量比3.60, 涨幅5.64%; 突破20日前高",50,results/301113_雅艺科技_analysis.png
301121,紫建电子,RSI值为43.75，处于低位回升阶段; KDJ低位金叉,30,results/301121_紫建电子_analysis.png
301123,奕东电子,RSI值为46.38，处于低位回升阶段; KDJ低位金叉,30,results/301123_奕东电子_analysis.png
301132,满坤科技,RSI值为41.10，处于低位回升阶段; MACD金叉形成,35,results/301132_满坤科技_analysis.png
301138,华研精机,"MACD金叉形成; 放量上涨: 量比4.34, 涨幅6.33%",35,results/301138_华研精机_analysis.png
301149,隆华新材,RSI值为47.65，处于低位回升阶段; KDJ低位金叉,30,results/301149_隆华新材_analysis.png
301158,德石股份,"放量上涨: 量比6.74, 涨幅16.80%; 突破20日前高",30,results/301158_德石股份_analysis.png
301161,唯万密封,"RSI值为39.61，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比3.94, 涨幅8.66%",45,results/301161_唯万密封_analysis.png
301169,零点有数,RSI值为43.85，处于低位回升阶段; MACD金叉形成,35,results/301169_零点有数_analysis.png
301170,锡南科技,RSI值为46.60，处于低位回升阶段; MACD金叉形成,35,results/301170_锡南科技_analysis.png
301172,君逸数码,"RSI值为49.30，处于低位回升阶段; 放量上涨: 量比2.56, 涨幅3.20%",30,results/301172_君逸数码_analysis.png
301173,毓恬冠佳,RSI值为34.03，处于低位回升阶段; KDJ低位金叉,30,results/301173_毓恬冠佳_analysis.png
301183,东田微,MA金叉形成; MACD金叉形成,40,results/301183_东田微_analysis.png
301193,家联科技,RSI值为49.88，处于低位回升阶段; MACD金叉形成,35,results/301193_家联科技_analysis.png
301195,北路智控,"RSI值为48.75，处于低位回升阶段; MACD金叉形成; KDJ低位金叉; 放量上涨: 量比1.79, 涨幅1.11%",65,results/301195_北路智控_analysis.png
301196,唯科科技,"RSI值为32.36，处于低位回升阶段; 放量上涨: 量比1.59, 涨幅3.28%",30,results/301196_唯科科技_analysis.png
301197,工大科雅,"MACD金叉形成; 放量上涨: 量比2.48, 涨幅3.21%",35,results/301197_工大科雅_analysis.png
301200,大族数控,"RSI值为47.36，处于低位回升阶段; 放量上涨: 量比1.56, 涨幅2.02%",30,results/301200_大族数控_analysis.png
301203,国泰环保,MA金叉形成; RSI值为44.02，处于低位回升阶段,35,results/301203_国泰环保_analysis.png
301208,中亦科技,RSI值为30.44，处于低位回升阶段; KDJ低位金叉,30,results/301208_中亦科技_analysis.png
301211,亨迪药业,"放量上涨: 量比7.76, 涨幅14.69%; 突破20日前高",30,results/301211_亨迪药业_analysis.png
301213,观想科技,MA金叉形成; RSI值为44.18，处于低位回升阶段,35,results/301213_观想科技_analysis.png
301215,中汽股份,RSI值为37.13，处于低位回升阶段; KDJ低位金叉,30,results/301215_中汽股份_analysis.png
301217,铜冠铜箔,"RSI值为34.80，处于低位回升阶段; 放量上涨: 量比2.00, 涨幅2.03%",30,results/301217_铜冠铜箔_analysis.png
301222,浙江恒威,RSI值为40.60，处于低位回升阶段; KDJ低位金叉,30,results/301222_浙江恒威_analysis.png
301230,泓博医药,RSI值为37.90，处于低位回升阶段; MACD金叉形成,35,results/301230_泓博医药_analysis.png
301231,荣信文化,"放量上涨: 量比3.23, 涨幅3.56%; 突破20日前高",30,results/301231_荣信文化_analysis.png
301252,同星科技,RSI值为30.04，处于低位回升阶段; KDJ低位金叉,30,results/301252_同星科技_analysis.png
301262,海看股份,RSI值为40.81，处于低位回升阶段; MACD金叉形成,35,results/301262_海看股份_analysis.png
301266,宇邦新材,"放量上涨: 量比1.86, 涨幅4.37%; 突破20日前高",30,results/301266_宇邦新材_analysis.png
301267,华厦眼科,RSI值为30.33，处于低位回升阶段; KDJ低位金叉,30,results/301267_华厦眼科_analysis.png
301270,汉仪股份,"RSI值为46.62，处于低位回升阶段; 放量上涨: 量比1.55, 涨幅1.67%",30,results/301270_汉仪股份_analysis.png
301279,金道科技,"RSI值为47.45，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.74, 涨幅1.00%",50,results/301279_金道科技_analysis.png
