股票代码,股票名称,买入信号,评分,图表路径
300787,海能实业,RSI值为47.42，处于低位回升阶段; MACD金叉形成,35,results/300787_海能实业_analysis.png
300788,中信出版,"RSI值为44.41，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比2.23, 涨幅1.63%",50,results/300788_中信出版_analysis.png
300790,宇瞳光学,RSI值为36.68，处于低位回升阶段; KDJ低位金叉,30,results/300790_宇瞳光学_analysis.png
300795,米奥会展,"RSI值为42.65，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.90, 涨幅1.48%",50,results/300795_米奥会展_analysis.png
300796,贝斯美,RSI值为38.10，处于低位回升阶段; MACD金叉形成,35,results/300796_贝斯美_analysis.png
300800,力合科技,"放量上涨: 量比1.61, 涨幅1.34%; 突破20日前高",30,results/300800_力合科技_analysis.png
300801,泰和科技,"RSI值为46.62，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比2.83, 涨幅7.30%",45,results/300801_泰和科技_analysis.png
300812,易天股份,"MACD金叉形成; 放量上涨: 量比3.94, 涨幅6.72%",35,results/300812_易天股份_analysis.png
300813,泰林生物,RSI值为35.41，处于低位回升阶段; KDJ低位金叉,30,results/300813_泰林生物_analysis.png
300816,艾可蓝,RSI值为48.89，处于低位回升阶段; MACD金叉形成,35,results/300816_艾可蓝_analysis.png
300822,贝仕达克,RSI值为32.35，处于低位回升阶段; MACD金叉形成,35,results/300822_贝仕达克_analysis.png
300823,建科智能,"MA金叉形成; 放量上涨: 量比7.34, 涨幅5.91%; 突破20日前高",50,results/300823_建科智能_analysis.png
300831,派瑞股份,RSI值为42.60，处于低位回升阶段; MACD金叉形成,35,results/300831_派瑞股份_analysis.png
