股票代码,股票名称,买入信号,评分,图表路径
002072,凯瑞德,RSI值为39.19，处于低位回升阶段; KDJ低位金叉,30,results/002072_凯瑞德_analysis.png
002080,中材科技,"RSI值为36.77，处于低位回升阶段; 放量上涨: 量比2.82, 涨幅6.98%",30,results/002080_中材科技_analysis.png
002088,鲁阳节能,RSI值为32.65，处于低位回升阶段; KDJ低位金叉,30,results/002088_鲁阳节能_analysis.png
002093,国脉科技,RSI值为44.76，处于低位回升阶段; KDJ低位金叉,30,results/002093_国脉科技_analysis.png
002094,青岛金王,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比2.76, 涨幅4.75%",50,results/002094_青岛金王_analysis.png
002097,山河智能,"MACD金叉形成; 放量上涨: 量比4.55, 涨幅10.57%",35,results/002097_山河智能_analysis.png
002099,海翔药业,RSI值为45.22，处于低位回升阶段; MACD金叉形成,35,results/002099_海翔药业_analysis.png
002102,能特科技,"MA金叉形成; 放量上涨: 量比1.53, 涨幅4.92%",35,results/002102_能特科技_analysis.png
002103,广博股份,RSI值为33.33，处于低位回升阶段; KDJ低位金叉,30,results/002103_广博股份_analysis.png
002104,恒宝股份,RSI值为50.00，处于低位回升阶段; MACD金叉形成,35,results/002104_恒宝股份_analysis.png
002106,莱宝高科,RSI值为30.50，处于低位回升阶段; KDJ低位金叉,30,results/002106_莱宝高科_analysis.png
002117,东港股份,RSI值为33.33，处于低位回升阶段; MACD金叉形成,35,results/002117_东港股份_analysis.png
