股票代码,股票名称,买入信号,评分,图表路径
300107,建新股份,RSI值为33.33，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/300107_建新股份_analysis.png
300122,智飞生物,RSI值为30.34，处于低位回升阶段; KDJ低位金叉,30,results/300122_智飞生物_analysis.png
300130,新国都,RSI值为39.09，处于低位回升阶段; MACD金叉形成,35,results/300130_新国都_analysis.png
300132,青松股份,"放量上涨: 量比2.29, 涨幅1.40%; 突破20日前高",30,results/300132_青松股份_analysis.png
300148,天舟文化,RSI值为41.76，处于低位回升阶段; MACD金叉形成,35,results/300148_天舟文化_analysis.png
300154,瑞凌股份,"RSI值为49.56，处于低位回升阶段; 放量上涨: 量比1.61, 涨幅2.17%",30,results/300154_瑞凌股份_analysis.png
300157,新锦动力,"MA金叉形成; 放量上涨: 量比4.37, 涨幅3.04%",35,results/300157_新锦动力_analysis.png
300161,华中数控,"RSI值为48.31，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比2.26, 涨幅2.74%",45,results/300161_华中数控_analysis.png
300162,雷曼光电,RSI值为49.26，处于低位回升阶段; MACD金叉形成,35,results/300162_雷曼光电_analysis.png
300164,通源石油,"放量上涨: 量比2.00, 涨幅7.39%; 突破20日前高",30,results/300164_通源石油_analysis.png
