股票代码,股票名称,买入信号,评分,图表路径
300460,惠伦晶体,RSI值为29.47，股票可能超卖; MACD金叉形成,30,results/300460_惠伦晶体_analysis.png
300461,田中精机,RSI值为42.26，处于低位回升阶段; MACD金叉形成,35,results/300461_田中精机_analysis.png
300467,迅游科技,RSI值为30.11，处于低位回升阶段; KDJ低位金叉,30,results/300467_迅游科技_analysis.png
300470,中密控股,RSI值为47.61，处于低位回升阶段; MACD金叉形成,35,results/300470_中密控股_analysis.png
300478,杭州高新,"RSI值为47.67，处于低位回升阶段; 放量上涨: 量比1.83, 涨幅3.04%",30,results/300478_杭州高新_analysis.png
300479,神思电子,"RSI值为40.96，处于低位回升阶段; MACD金叉形成; KDJ低位金叉; 放量上涨: 量比1.62, 涨幅1.79%",65,results/300479_神思电子_analysis.png
300480,光力科技,"MA金叉形成; MACD金叉形成; KDJ低位金叉; 放量上涨: 量比2.20, 涨幅2.94%",70,results/300480_光力科技_analysis.png
300512,中亚股份,"放量上涨: 量比1.51, 涨幅9.33%; 突破20日前高",30,results/300512_中亚股份_analysis.png
300529,健帆生物,"RSI值为40.47，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比1.60, 涨幅1.91%",45,results/300529_健帆生物_analysis.png
300531,优博讯,RSI值为39.15，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/300531_优博讯_analysis.png
300534,陇神戎发,"放量上涨: 量比2.38, 涨幅2.77%; 突破20日前高",30,results/300534_陇神戎发_analysis.png
300547,川环科技,RSI值为32.57，处于低位回升阶段; KDJ低位金叉,30,results/300547_川环科技_analysis.png
300549,优德精密,RSI值为40.46，处于低位回升阶段; MACD金叉形成,35,results/300549_优德精密_analysis.png
300551,古鳌科技,RSI值为34.17，处于低位回升阶段; KDJ低位金叉,30,results/300551_古鳌科技_analysis.png
300556,丝路视觉,RSI值为46.82，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/300556_丝路视觉_analysis.png
300557,理工光科,"MA金叉形成; 放量上涨: 量比6.58, 涨幅3.00%; 突破20日前高",50,results/300557_理工光科_analysis.png
300570,太辰光,"RSI值为38.10，处于低位回升阶段; 放量上涨: 量比1.55, 涨幅1.11%",30,results/300570_太辰光_analysis.png
300580,贝斯特,RSI值为30.84，处于低位回升阶段; KDJ低位金叉,30,results/300580_贝斯特_analysis.png
300601,康泰生物,RSI值为45.93，处于低位回升阶段; MACD金叉形成,35,results/300601_康泰生物_analysis.png
300615,欣天科技,RSI值为44.58，处于低位回升阶段; MACD金叉形成,35,results/300615_欣天科技_analysis.png
