股票代码,股票名称,买入信号,评分,图表路径
301217,铜冠铜箔,"RSI值为34.80，处于低位回升阶段; 放量上涨: 量比2.00, 涨幅2.03%",30,results/301217_铜冠铜箔_analysis.png
301222,浙江恒威,RSI值为40.60，处于低位回升阶段; KDJ低位金叉,30,results/301222_浙江恒威_analysis.png
301230,泓博医药,RSI值为37.90，处于低位回升阶段; MACD金叉形成,35,results/301230_泓博医药_analysis.png
301231,荣信文化,"放量上涨: 量比3.23, 涨幅3.56%; 突破20日前高",30,results/301231_荣信文化_analysis.png
301252,同星科技,RSI值为30.04，处于低位回升阶段; KDJ低位金叉,30,results/301252_同星科技_analysis.png
301262,海看股份,RSI值为40.81，处于低位回升阶段; MACD金叉形成,35,results/301262_海看股份_analysis.png
301266,宇邦新材,"放量上涨: 量比1.86, 涨幅4.37%; 突破20日前高",30,results/301266_宇邦新材_analysis.png
301267,华厦眼科,RSI值为30.33，处于低位回升阶段; KDJ低位金叉,30,results/301267_华厦眼科_analysis.png
301270,汉仪股份,"RSI值为46.62，处于低位回升阶段; 放量上涨: 量比1.55, 涨幅1.67%",30,results/301270_汉仪股份_analysis.png
301279,金道科技,"RSI值为47.45，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.74, 涨幅1.00%",50,results/301279_金道科技_analysis.png
