股票代码,股票名称,买入信号,评分,图表路径
000880,潍柴重机,RSI值为34.48，处于低位回升阶段; KDJ低位金叉,30,results/000880_潍柴重机_analysis.png
000928,中钢国际,"放量上涨: 量比5.51, 涨幅4.89%; 突破20日前高",30,results/000928_中钢国际_analysis.png
000965,天保基建,"放量上涨: 量比3.39, 涨幅10.05%; 突破20日前高",30,results/000965_天保基建_analysis.png
001202,炬申股份,MA金叉形成; MACD金叉形成,40,results/001202_炬申股份_analysis.png
001205,盛航股份,RSI值为42.48，处于低位回升阶段; MACD金叉形成,35,results/001205_盛航股份_analysis.png
001206,依依股份,"放量上涨: 量比2.30, 涨幅1.54%; 突破20日前高",30,results/001206_依依股份_analysis.png
001267,汇绿生态,"MACD金叉形成; 放量上涨: 量比3.09, 涨幅8.11%; 突破20日前高",50,results/001267_汇绿生态_analysis.png
001279,强邦新材,RSI值为37.72，处于低位回升阶段; MACD金叉形成,35,results/001279_强邦新材_analysis.png
001288,运机集团,"RSI值为44.69，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比1.53, 涨幅6.22%",45,results/001288_运机集团_analysis.png
001296,长江材料,"MACD金叉形成; 放量上涨: 量比2.85, 涨幅3.85%",35,results/001296_长江材料_analysis.png
001313,粤海饲料,RSI值为38.57，处于低位回升阶段; MACD金叉形成,35,results/001313_粤海饲料_analysis.png
001316,润贝航科,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比2.78, 涨幅8.64%",50,results/001316_润贝航科_analysis.png
