股票代码,股票名称,买入信号,评分,图表路径
002137,实益达,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比6.35, 涨幅12.17%",50,results/002137_实益达_analysis.png
002159,三特索道,RSI值为45.00，处于低位回升阶段; MACD金叉形成,35,results/002159_三特索道_analysis.png
002161,远 望 谷,"RSI值为48.10，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.76, 涨幅3.80%",50,results/002161_远 望 谷_analysis.png
002172,澳洋健康,"MACD金叉形成; 放量上涨: 量比1.64, 涨幅3.64%",35,results/002172_澳洋健康_analysis.png
002175,东方智造,RSI值为30.26，处于低位回升阶段; KDJ低位金叉,30,results/002175_东方智造_analysis.png
002178,延华智能,RSI值为38.66，处于低位回升阶段; MACD金叉形成,35,results/002178_延华智能_analysis.png
002187,广百股份,"MACD金叉形成; 放量上涨: 量比1.94, 涨幅3.74%",35,results/002187_广百股份_analysis.png
002193,如意集团,RSI值为44.61，处于低位回升阶段; KDJ低位金叉,30,results/002193_如意集团_analysis.png
002195,岩山科技,RSI值为42.42，处于低位回升阶段; KDJ低位金叉,30,results/002195_岩山科技_analysis.png
002205,国统股份,"MACD金叉形成; KDJ金叉; 放量上涨: 量比3.66, 涨幅11.31%; 突破20日前高",60,results/002205_国统股份_analysis.png
002207,准油股份,"放量上涨: 量比1.54, 涨幅3.23%; 突破20日前高",30,results/002207_准油股份_analysis.png
002209,达 意 隆,RSI值为41.38，处于低位回升阶段; MACD金叉形成; KDJ金叉,45,results/002209_达 意 隆_analysis.png
002224,三 力 士,RSI值为33.33，处于低位回升阶段; KDJ低位金叉,30,results/002224_三 力 士_analysis.png
002225,濮耐股份,"MACD金叉形成; 放量上涨: 量比2.09, 涨幅5.53%",35,results/002225_濮耐股份_analysis.png
002229,鸿博股份,RSI值为34.84，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/002229_鸿博股份_analysis.png
002239,奥特佳,RSI值为37.04，处于低位回升阶段; KDJ低位金叉,30,results/002239_奥特佳_analysis.png
002248,华东数控,"MA金叉形成; 放量上涨: 量比3.03, 涨幅3.73%",35,results/002248_华东数控_analysis.png
002249,大洋电机,"MA金叉形成; 放量上涨: 量比3.93, 涨幅7.93%; 突破20日前高",50,results/002249_大洋电机_analysis.png
002252,上海莱士,RSI值为45.83，处于低位回升阶段; MACD金叉形成,35,results/002252_上海莱士_analysis.png
002264,新 华 都,RSI值为33.81，处于低位回升阶段; KDJ低位金叉,30,results/002264_新 华 都_analysis.png
002272,川润股份,RSI值为31.91，处于低位回升阶段; KDJ低位金叉,30,results/002272_川润股份_analysis.png
002281,光迅科技,"RSI值为36.39，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比1.83, 涨幅3.47%",45,results/002281_光迅科技_analysis.png
002283,天润工业,RSI值为36.91，处于低位回升阶段; KDJ低位金叉,30,results/002283_天润工业_analysis.png
