股票代码,股票名称,买入信号,评分,图表路径
000779,甘咨询,MA金叉形成; KDJ金叉,30,results/000779_甘咨询_analysis.png
000785,居然智家,RSI值为39.39，处于低位回升阶段; KDJ低位金叉,30,results/000785_居然智家_analysis.png
000797,中国武夷,"MACD金叉形成; 放量上涨: 量比1.68, 涨幅4.30%",35,results/000797_中国武夷_analysis.png
000802,北京文化,RSI值为46.84，处于低位回升阶段; MACD金叉形成,35,results/000802_北京文化_analysis.png
000807,云铝股份,MACD金叉形成; KDJ金叉; 突破20日前高,45,results/000807_云铝股份_analysis.png
000810,创维数字,RSI值为36.53，处于低位回升阶段; KDJ低位金叉,30,results/000810_创维数字_analysis.png
000813,德展健康,"KDJ低位金叉; 放量上涨: 量比1.63, 涨幅3.17%",30,results/000813_德展健康_analysis.png
000823,超声电子,RSI值为39.07，处于低位回升阶段; KDJ低位金叉,30,results/000823_超声电子_analysis.png
000837,秦川机床,RSI值为37.79，处于低位回升阶段; KDJ低位金叉,30,results/000837_秦川机床_analysis.png
000839,国安股份,RSI值为43.18，处于低位回升阶段; KDJ低位金叉,30,results/000839_国安股份_analysis.png
000850,华茂股份,"放量上涨: 量比2.17, 涨幅4.43%; 突破20日前高",30,results/000850_华茂股份_analysis.png
000852,石化机械,"放量上涨: 量比2.06, 涨幅9.97%; 突破20日前高",30,results/000852_石化机械_analysis.png
000859,国风新材,RSI值为40.28，处于低位回升阶段; KDJ低位金叉,30,results/000859_国风新材_analysis.png
