股票代码,股票名称,买入信号,评分,图表路径
300675,建科院,"放量上涨: 量比2.90, 涨幅5.43%; 突破20日前高",30,results/300675_建科院_analysis.png
300676,华大基因,RSI值为36.96，处于低位回升阶段; KDJ低位金叉,30,results/300676_华大基因_analysis.png
300679,电连技术,"RSI值为34.00，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比1.81, 涨幅5.55%",45,results/300679_电连技术_analysis.png
300681,英搏尔,RSI值为49.73，处于低位回升阶段; MACD金叉形成,35,results/300681_英搏尔_analysis.png
300689,澄天伟业,RSI值为40.65，处于低位回升阶段; KDJ低位金叉,30,results/300689_澄天伟业_analysis.png
300694,蠡湖股份,RSI值为42.22，处于低位回升阶段; MACD金叉形成,35,results/300694_蠡湖股份_analysis.png
300703,创源股份,RSI值为40.85，处于低位回升阶段; KDJ低位金叉,30,results/300703_创源股份_analysis.png
300708,聚灿光电,"放量上涨: 量比1.99, 涨幅4.13%; 突破20日前高",30,results/300708_聚灿光电_analysis.png
300709,精研科技,RSI值为33.07，处于低位回升阶段; KDJ低位金叉,30,results/300709_精研科技_analysis.png
300711,广哈通信,RSI值为34.68，处于低位回升阶段; MACD金叉形成,35,results/300711_广哈通信_analysis.png
300718,长盛轴承,"RSI值为42.29，处于低位回升阶段; 放量上涨: 量比2.14, 涨幅3.58%",30,results/300718_长盛轴承_analysis.png
300720,海川智能,"RSI值为38.26，处于低位回升阶段; 放量上涨: 量比1.65, 涨幅3.44%",30,results/300720_海川智能_analysis.png
300721,怡达股份,RSI值为47.54，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/300721_怡达股份_analysis.png
300723,一品红,"RSI值为45.36，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.60, 涨幅6.28%",50,results/300723_一品红_analysis.png
