股票代码,股票名称,买入信号,评分,图表路径
300352,北信源,RSI值为42.75，处于低位回升阶段; KDJ低位金叉,30,results/300352_北信源_analysis.png
300354,东华测试,RSI值为38.27，处于低位回升阶段; KDJ低位金叉,30,results/300354_东华测试_analysis.png
300355,蒙草生态,RSI值为41.10，处于低位回升阶段; KDJ低位金叉,30,results/300355_蒙草生态_analysis.png
300359,全通教育,RSI值为44.87，处于低位回升阶段; MACD金叉形成,35,results/300359_全通教育_analysis.png
300374,中铁装配,"MA金叉形成; KDJ金叉; 放量上涨: 量比1.96, 涨幅5.41%",45,results/300374_中铁装配_analysis.png
300375,鹏翎股份,"MACD金叉形成; KDJ金叉; 放量上涨: 量比2.22, 涨幅4.55%",45,results/300375_鹏翎股份_analysis.png
300377,赢时胜,RSI值为33.82，处于低位回升阶段; KDJ低位金叉,30,results/300377_赢时胜_analysis.png
300400,劲拓股份,RSI值为30.08，处于低位回升阶段; KDJ低位金叉,30,results/300400_劲拓股份_analysis.png
300404,博济医药,RSI值为46.84，处于低位回升阶段; MACD金叉形成,35,results/300404_博济医药_analysis.png
300406,九强生物,RSI值为48.08，处于低位回升阶段; KDJ低位金叉,30,results/300406_九强生物_analysis.png
