股票代码,股票名称,买入信号,评分,图表路径
002807,江阴银行,"放量上涨: 量比1.99, 涨幅3.59%; 突破20日前高",30,results/002807_江阴银行_analysis.png
002810,山东赫达,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比4.72, 涨幅5.21%",50,results/002810_山东赫达_analysis.png
002826,易明医药,RSI值为37.63，处于低位回升阶段; MACD金叉形成,35,results/002826_易明医药_analysis.png
002828,贝肯能源,"放量上涨: 量比2.77, 涨幅10.60%; 突破20日前高",30,results/002828_贝肯能源_analysis.png
002830,名雕股份,MA金叉形成; MACD金叉形成,40,results/002830_名雕股份_analysis.png
002835,同为股份,RSI值为39.09，处于低位回升阶段; MACD金叉形成,35,results/002835_同为股份_analysis.png
002841,视源股份,"MACD金叉形成; 放量上涨: 量比2.21, 涨幅2.91%",35,results/002841_视源股份_analysis.png
002853,皮阿诺,MA金叉形成; RSI值为48.66，处于低位回升阶段,35,results/002853_皮阿诺_analysis.png
002861,瀛通通讯,MA金叉形成; MACD金叉形成,40,results/002861_瀛通通讯_analysis.png
002877,智能自控,RSI值为47.24，处于低位回升阶段; MACD金叉形成,35,results/002877_智能自控_analysis.png
002878,元隆雅图,"RSI值为42.44，处于低位回升阶段; 放量上涨: 量比1.68, 涨幅0.51%",30,results/002878_元隆雅图_analysis.png
002888,惠威科技,RSI值为40.78，处于低位回升阶段; KDJ低位金叉,30,results/002888_惠威科技_analysis.png
002889,东方嘉盛,"RSI值为31.36，处于低位回升阶段; 放量上涨: 量比1.73, 涨幅0.39%",30,results/002889_东方嘉盛_analysis.png
002896,中大力德,RSI值为34.10，处于低位回升阶段; KDJ低位金叉,30,results/002896_中大力德_analysis.png
002900,哈三联,"KDJ金叉; 放量上涨: 量比2.26, 涨幅10.51%; 突破20日前高",40,results/002900_哈三联_analysis.png
002902,铭普光磁,RSI值为31.73，处于低位回升阶段; KDJ低位金叉,30,results/002902_铭普光磁_analysis.png
002908,德生科技,RSI值为33.33，处于低位回升阶段; MACD金叉形成,35,results/002908_德生科技_analysis.png
002931,锋龙股份,"MA金叉形成; 放量上涨: 量比3.90, 涨幅5.21%; 突破20日前高",50,results/002931_锋龙股份_analysis.png
002951,金时科技,RSI值为43.15，处于低位回升阶段; KDJ低位金叉,30,results/002951_金时科技_analysis.png
002956,西麦食品,"RSI值为48.69，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比2.59, 涨幅4.35%",50,results/002956_西麦食品_analysis.png
002957,科瑞技术,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比2.05, 涨幅10.33%; 突破20日前高",65,results/002957_科瑞技术_analysis.png
002976,瑞玛精密,RSI值为41.81，处于低位回升阶段; MACD金叉形成,35,results/002976_瑞玛精密_analysis.png
