股票代码,股票名称,买入信号,评分,图表路径
002453,华软科技,RSI值为31.20，处于低位回升阶段; KDJ低位金叉,30,results/002453_华软科技_analysis.png
002455,百川股份,"RSI值为42.54，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.73, 涨幅1.85%",50,results/002455_百川股份_analysis.png
002480,新筑股份,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比1.58, 涨幅1.61%",50,results/002480_新筑股份_analysis.png
002486,嘉麟杰,"放量上涨: 量比7.69, 涨幅5.94%; 突破20日前高",30,results/002486_嘉麟杰_analysis.png
002489,浙江永强,"放量上涨: 量比4.93, 涨幅5.71%; 突破20日前高",30,results/002489_浙江永强_analysis.png
002492,恒基达鑫,"MACD金叉形成; 放量上涨: 量比1.80, 涨幅4.98%",35,results/002492_恒基达鑫_analysis.png
002520,日发精机,"RSI值为50.00，处于低位回升阶段; 放量上涨: 量比1.59, 涨幅2.20%",30,results/002520_日发精机_analysis.png
002522,浙江众成,"KDJ金叉; 放量上涨: 量比3.19, 涨幅10.09%; 突破20日前高",40,results/002522_浙江众成_analysis.png
002537,海联金汇,MA金叉形成; RSI值为47.65，处于低位回升阶段,35,results/002537_海联金汇_analysis.png
002547,春兴精工,MA金叉形成; RSI值为45.04，处于低位回升阶段,35,results/002547_春兴精工_analysis.png
002548,金新农,MA金叉形成; MACD金叉形成,40,results/002548_金新农_analysis.png
