日期,股票代码,股票名称,买入信号总分,触发信号,收盘价,K,D,J,DIF,DEA
2025-10-21,002572,索菲亚,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,12.68,38.18,37.02,40.5,-0.25,-0.253
2025-10-21,002037,保利联合,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,10.67,43.34,41.83,46.35,-0.222,-0.226
2025-10-21,300284,苏交科,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,8.63,37.0,36.67,37.67,-0.145,-0.151
2025-10-21,300123,亚光科技,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,5.82,39.11,37.89,41.56,-0.15,-0.157
2025-10-21,300142,沃森生物,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,11.49,44.17,41.9,48.72,-0.252,-0.259
2025-10-21,002537,海联金汇,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,8.66,33.49,30.8,38.89,-0.291,-0.292
2025-10-21,002675,东诚药业,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,14.76,29.27,22.78,42.25,-0.411,-0.416
2025-10-22,300470,中密控股,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,36.28,37.18,34.22,43.11,-0.427,-0.447
2025-10-22,300711,广哈通信,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,20.45,39.38,38.31,41.51,-0.504,-0.517
2025-10-22,300723,一品红,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,56.03,25.25,22.56,30.63,-2.527,-2.545
2025-10-22,001391,国货航,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,6.55,41.01,37.38,48.26,-0.057,-0.057
2025-10-22,002225,濮耐股份,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,5.92,32.98,27.07,44.79,-0.125,-0.135
2025-10-22,002229,鸿博股份,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,16.91,29.1,25.8,35.7,-0.493,-0.509
2025-10-22,600072,中船科技,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,12.12,32.12,29.84,36.69,-0.131,-0.137
2025-10-22,300927,江天化学,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,25.98,33.49,26.91,46.64,-0.529,-0.576
2025-10-22,002296,辉煌科技,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,10.98,40.44,37.05,47.22,-0.147,-0.152
2025-10-21,300042,朗科科技,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,30.54,52.64,44.21,69.49,0.832,0.742
2025-10-21,002783,凯龙股份,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,10.22,64.98,56.86,81.21,0.012,-0.004
2025-10-21,000564,供销大集,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,2.72,72.4,68.17,80.85,0.023,0.022
2025-10-21,000722,湖南发展,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,13.04,61.18,57.43,68.68,-0.045,-0.095
2025-10-21,300132,青松股份,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,6.44,75.81,67.37,92.69,-0.017,-0.032
2025-10-21,002532,天山铝业,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,12.27,69.18,65.43,76.68,0.395,0.384
2025-10-21,002380,科远智慧,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,29.41,51.04,42.62,67.88,0.429,0.41
2025-10-21,002971,和远气体,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,38.09,69.8,62.86,83.68,1.868,1.864
2025-10-21,000807,云铝股份,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,22.0,73.18,66.86,85.83,0.617,0.584
2025-10-21,002441,众业达,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,9.36,53.41,50.62,58.99,-0.058,-0.067
2025-10-21,002663,普邦股份,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,2.25,82.77,74.07,100.17,0.036,0.028
2025-10-21,002666,德联集团,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,5.37,79.79,75.59,88.18,0.007,0.006
2025-10-22,000061,农 产 品,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,9.04,71.28,62.91,88.03,0.134,0.118
2025-10-22,001202,炬申股份,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,16.53,89.23,85.55,96.61,0.191,0.183
2025-10-22,300480,光力科技,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,18.55,58.28,44.15,86.53,0.176,0.117
2025-10-22,300257,开山股份,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,16.43,59.35,49.65,78.77,0.359,0.334
2025-10-22,300182,捷成股份,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,6.16,48.95,38.94,68.98,0.029,0.025
2025-10-22,300190,维尔利,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,4.52,88.26,81.31,102.15,0.032,0.023
2025-10-22,600356,恒丰纸业,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,9.77,80.17,74.7,91.11,-0.016,-0.02
2025-10-22,301183,东田微,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,107.11,89.59,79.29,110.19,1.746,1.08
2025-10-22,300084,海默科技,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,9.88,72.13,64.29,87.81,0.22,0.197
2025-10-22,300308,中际旭创,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,444.3,80.71,67.37,107.38,13.091,12.893
2025-10-22,301446,福事特,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,35.62,68.92,62.39,81.98,0.81,0.644
2025-10-22,301377,鼎泰高科,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,87.2,82.06,73.36,99.48,1.259,0.662
2025-10-22,002540,亚太科技,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,6.68,63.22,60.55,68.54,0.066,0.065
2025-10-22,002830,名雕股份,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,17.6,90.26,84.81,101.17,-0.05,-0.092
2025-10-22,002861,瀛通通讯,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,19.61,69.03,52.42,102.25,0.412,0.348
2025-10-22,002205,国统股份,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,15.16,61.87,47.69,90.24,0.174,0.108
2025-10-22,000599,青岛双星,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,5.78,59.03,57.73,61.64,0.071,0.056
2025-10-22,000665,湖北广电,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,6.99,78.09,56.42,121.41,0.062,-0.003
2025-10-22,002957,科瑞技术,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,21.37,54.56,43.64,76.4,0.482,0.468
2025-10-22,003027,同兴科技,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,19.78,68.46,61.76,81.88,0.019,-0.001
2025-10-21,300359,全通教育,5,MACD金叉，MACD柱体由绿转红,5.51,54.89,45.93,72.82,-0.153,-0.155
2025-10-21,300375,鹏翎股份,5,MACD金叉，MACD柱体由绿转红,5.06,61.04,50.59,81.94,-0.087,-0.093
2025-10-21,300404,博济医药,5,MACD金叉，MACD柱体由绿转红,9.98,65.19,55.86,83.85,-0.243,-0.257
2025-10-21,002582,好想你,5,MACD金叉，MACD柱体由绿转红,9.56,68.79,55.62,95.12,-0.208,-0.237
2025-10-21,002587,奥拓电子,5,MACD金叉，MACD柱体由绿转红,6.06,49.39,39.68,68.8,-0.109,-0.112
2025-10-21,002613,北玻股份,5,MACD金叉，MACD柱体由绿转红,4.15,63.25,59.5,70.74,-0.014,-0.015
2025-10-21,002615,哈尔斯,5,MACD金叉，MACD柱体由绿转红,7.81,37.66,37.66,37.66,-0.118,-0.119
2025-10-21,003037,三和管桩,5,MACD金叉，MACD柱体由绿转红,8.13,76.11,61.77,104.78,-0.16,-0.166
2025-10-21,300025,华星创业,5,MACD金叉，MACD柱体由绿转红,6.1,58.52,46.28,82.99,-0.223,-0.229
2025-10-21,300468,四方精创,5,MACD金叉，MACD柱体由绿转红,37.39,41.31,42.64,38.67,-1.104,-1.105
2025-10-21,300497,富祥药业,5,MACD金叉，MACD柱体由绿转红,10.54,75.08,65.67,93.88,-0.05,-0.077
2025-10-21,300504,天邑股份,5,MACD金叉，MACD柱体由绿转红,14.18,63.84,52.28,86.96,-0.341,-0.37
2025-10-21,001336,楚环科技,5,MACD金叉，MACD柱体由绿转红,22.99,71.39,68.26,77.66,-0.001,-0.006
2025-10-21,001368,通达创智,5,MACD金叉，MACD柱体由绿转红,24.3,71.45,68.4,77.55,-0.2,-0.21
2025-10-21,300234,开尔新材,5,MACD金叉，MACD柱体由绿转红,5.48,72.88,66.18,86.3,-0.042,-0.047
2025-10-21,300245,天玑科技,5,MACD金叉，MACD柱体由绿转红,14.34,33.54,27.8,45.04,-0.699,-0.702
2025-10-21,300272,开能健康,5,MACD金叉，MACD柱体由绿转红,6.52,55.49,51.25,63.97,-0.048,-0.054
2025-10-21,002755,奥赛康,5,MACD金叉，MACD柱体由绿转红,19.36,33.97,30.18,41.57,-0.983,-0.987
2025-10-21,002761,浙江建投,5,MACD金叉，MACD柱体由绿转红,9.41,57.94,49.37,75.08,-0.05,-0.056
2025-10-21,002774,快意电梯,5,MACD金叉，MACD柱体由绿转红,9.99,62.85,55.83,76.89,-0.258,-0.273
2025-10-21,002791,坚朗五金,5,MACD金叉，MACD柱体由绿转红,22.0,39.81,41.18,37.07,-0.117,-0.118
2025-10-21,300169,天晟新材,5,MACD金叉，MACD柱体由绿转红,7.05,48.21,39.54,65.55,-0.204,-0.212
2025-10-21,300191,潜能恒信,5,MACD金叉，MACD柱体由绿转红,21.26,53.85,41.27,79.02,-0.036,-0.093
2025-10-21,300199,翰宇药业,5,MACD金叉，MACD柱体由绿转红,21.4,56.13,53.09,62.22,-0.861,-0.862
2025-10-21,300220,金运激光,5,MACD金叉，MACD柱体由绿转红,15.33,59.06,49.1,78.99,-0.46,-0.471
2025-10-21,300407,凯发电气,5,MACD金叉，MACD柱体由绿转红,10.91,61.12,55.64,72.09,-0.136,-0.141
2025-10-21,300417,南华仪器,5,MACD金叉，MACD柱体由绿转红,13.14,75.53,70.33,85.95,-0.05,-0.067
2025-10-21,300453,三鑫医疗,5,MACD金叉，MACD柱体由绿转红,9.21,72.56,67.78,82.11,-0.105,-0.113
2025-10-21,000524,岭南控股,5,MACD金叉，MACD柱体由绿转红,14.24,82.0,74.34,97.33,-0.138,-0.145
2025-10-21,000536,华映科技,5,MACD金叉，MACD柱体由绿转红,4.78,52.53,46.8,64.0,-0.115,-0.118
2025-10-21,000557,西部创业,5,MACD金叉，MACD柱体由绿转红,5.19,39.91,33.08,53.57,-0.07,-0.072
