股票代码,股票名称,买入信号,评分,图表路径
002109,兴化股份,"MA金叉形成; MACD金叉形成; 放量上涨: 量比2.70, 涨幅3.15%",55,results/002109_兴化股份_analysis.png
002337,赛象科技,"MA金叉形成; 放量上涨: 量比5.56, 涨幅10.03%; 突破20日前高",50,results/002337_赛象科技_analysis.png
002103,广博股份,"RSI值为42.36，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比3.20, 涨幅2.05%",50,results/002103_广博股份_analysis.png
002111,威海广泰,RSI值为45.83，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/002111_威海广泰_analysis.png
000980,众泰汽车,"MA金叉形成; KDJ低位金叉; 放量上涨: 量比1.58, 涨幅5.77%",50,results/000980_众泰汽车_analysis.png
000599,青岛双星,"MACD金叉形成; 放量上涨: 量比1.99, 涨幅3.21%; 突破20日前高",50,results/000599_青岛双星_analysis.png
002161,远 望 谷,"RSI值为48.10，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.76, 涨幅3.80%",50,results/002161_远 望 谷_analysis.png
002092,中泰化学,"MACD金叉形成; KDJ金叉; 放量上涨: 量比2.45, 涨幅2.37%",45,results/002092_中泰化学_analysis.png
000027,深圳能源,"KDJ金叉; 放量上涨: 量比7.07, 涨幅9.32%; 突破20日前高",40,results/000027_深圳能源_analysis.png
002243,力合科创,"KDJ金叉; 放量上涨: 量比6.43, 涨幅9.97%; 突破20日前高",40,results/002243_力合科创_analysis.png
000983,山西焦煤,"KDJ金叉; 放量上涨: 量比1.81, 涨幅4.40%; 突破20日前高",40,results/000983_山西焦煤_analysis.png
000541,佛山照明,RSI值为49.25，处于低位回升阶段; MACD金叉形成,35,results/000541_佛山照明_analysis.png
000686,东北证券,MACD金叉形成; KDJ低位金叉,35,results/000686_东北证券_analysis.png
002012,凯恩股份,"MA金叉形成; 放量上涨: 量比1.72, 涨幅1.77%",35,results/002012_凯恩股份_analysis.png
002178,延华智能,RSI值为38.66，处于低位回升阶段; MACD金叉形成,35,results/002178_延华智能_analysis.png
002234,民和股份,"MA金叉形成; 放量上涨: 量比1.98, 涨幅1.73%",35,results/002234_民和股份_analysis.png
000156,华数传媒,RSI值为43.48，处于低位回升阶段; MACD金叉形成,35,results/000156_华数传媒_analysis.png
001313,粤海饲料,RSI值为38.57，处于低位回升阶段; MACD金叉形成,35,results/001313_粤海饲料_analysis.png
002314,南山控股,"MA金叉形成; 放量上涨: 量比3.40, 涨幅1.66%",35,results/002314_南山控股_analysis.png
000428,华天酒店,RSI值为50.00，处于低位回升阶段; MACD金叉形成,35,results/000428_华天酒店_analysis.png
000759,中百集团,"MA金叉形成; 放量上涨: 量比2.76, 涨幅0.38%",35,results/000759_中百集团_analysis.png
000639,西王食品,"MA金叉形成; 放量上涨: 量比1.77, 涨幅0.63%",35,results/000639_西王食品_analysis.png
000839,国安股份,RSI值为48.84，处于低位回升阶段; MACD金叉形成,35,results/000839_国安股份_analysis.png
000703,恒逸石化,"MACD金叉形成; 放量上涨: 量比2.94, 涨幅5.91%",35,results/000703_恒逸石化_analysis.png
002363,隆基机械,"MA金叉形成; 放量上涨: 量比2.98, 涨幅4.53%",35,results/002363_隆基机械_analysis.png
002355,兴民智通,RSI值为34.37，处于低位回升阶段; MACD金叉形成,35,results/002355_兴民智通_analysis.png
002187,广百股份,"MA金叉形成; 放量上涨: 量比3.05, 涨幅0.90%",35,results/002187_广百股份_analysis.png
002224,三 力 士,RSI值为49.09，处于低位回升阶段; MACD金叉形成,35,results/002224_三 力 士_analysis.png
002285,世联行,"MACD金叉形成; 放量上涨: 量比2.12, 涨幅2.07%",35,results/002285_世联行_analysis.png
002357,富临运业,MACD金叉形成; KDJ低位金叉,35,results/002357_富临运业_analysis.png
002124,天邦食品,RSI值为43.33，处于低位回升阶段; MACD金叉形成,35,results/002124_天邦食品_analysis.png
002172,澳洋健康,"MACD金叉形成; 放量上涨: 量比1.64, 涨幅3.64%",35,results/002172_澳洋健康_analysis.png
000019,深粮控股,"放量上涨: 量比8.17, 涨幅9.94%; 突破20日前高",30,results/000019_深粮控股_analysis.png
000050,深天马Ａ,RSI值为34.23，处于低位回升阶段; KDJ低位金叉,30,results/000050_深天马Ａ_analysis.png
002321,华英农业,RSI值为39.62，处于低位回升阶段; KDJ低位金叉,30,results/002321_华英农业_analysis.png
000089,深圳机场,"放量上涨: 量比5.07, 涨幅3.35%; 突破20日前高",30,results/000089_深圳机场_analysis.png
000090,天健集团,"放量上涨: 量比4.08, 涨幅9.02%; 突破20日前高",30,results/000090_天健集团_analysis.png
000088,盐 田 港,"放量上涨: 量比6.35, 涨幅3.10%; 突破20日前高",30,results/000088_盐 田 港_analysis.png
000068,华控赛格,"放量上涨: 量比9.59, 涨幅2.38%; 突破20日前高",30,results/000068_华控赛格_analysis.png
002327,富安娜,"放量上涨: 量比2.11, 涨幅0.97%; 突破20日前高",30,results/002327_富安娜_analysis.png
000928,中钢国际,"放量上涨: 量比5.51, 涨幅4.89%; 突破20日前高",30,results/000928_中钢国际_analysis.png
000530,冰山冷热,"放量上涨: 量比3.12, 涨幅4.63%; 突破20日前高",30,results/000530_冰山冷热_analysis.png
